날짜,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2024-10-23,603.7,565.6,542.9,527.2,525.9,543.1,574.9,619.3,667.9,666.7,653.9,638.8,624,610.9,612.8,633.1,677,720.3,742.6,737.9,714.1,686.5,663.7,632
2024-10-24,590.3,554.4,533.7,522.8,522,538.7,576.7,601.7,602.7,597.3,582.6,566.8,552.1,572.9,593.8,625.5,678,722.6,743.8,734.5,716.9,687.6,662.8,635.4
2024-10-25,588.6,558.8,537.1,526.1,529.7,544.5,580.4,609.9,630.7,631.6,628.7,610,605.9,623.4,645.3,677.5,704.3,738.1,753.5,746.7,726.3,698.6,673.9,642.9
2024-10-26,598.3,566.6,545.5,531.7,531.6,544,567.8,596.2,637.3,664.2,661.6,671,662.2,650.7,665.7,655.7,687.2,718,738.6,730.3,711.3,684.2,662.1,636.7
2024-10-27,593.1,561.6,541,529.7,528,539.3,558.3,583.3,614.1,639.2,658.6,664.4,667.3,661.2,660.4,659.6,672.9,701.2,716,707.9,696,667.9,641.8,613
2024-10-28,572.9,541.8,521.5,510.6,512.4,531.2,563.6,621,664.5,687.6,676,687.2,661.1,667.7,667.5,675.8,695,722.8,738,728.6,708,680.4,657.5,630.3
2024-10-29,587.1,554.2,533.4,521.1,521.5,535.5,572.3,621.3,650.1,654.6,629.2,618.7,608.6,628,652.6,658.6,691.3,723.9,739.9,729.4,711.2,683,656.4,625.9
2024-10-30,578.4,548.2,527,513.3,513.4,532,569.6,611.4,640.6,646.8,627.8,590.7,586.9,606.2,630.5,658.7,685.6,723,740.7,728.9,709,678.1,655.9,625.4
2024-10-31,579,547.7,522.1,512.1,512.4,531.5,567.8,616.6,658.6,674.4,641.8,648.4,649,668.4,677.8,682.3,697.7,727.8,738,730.8,711.2,679.6,659,631.4
2024-11-01,589.3,554.8,533.4,520.3,520.6,534.1,573.9,629,684.1,719.3,737.6,738.8,734.2,738.3,730.6,722.7,731.8,745.8,741.9,736.5,716.5,687,664.5,637.9
2024-11-02,592.6,565.9,542.6,528.5,527.7,542,565.4,594.3,630.1,647.3,653.3,633.6,636.9,643.4,635.9,638.2,655.2,703.2,721.2,711.1,697.5,671,652.1,627.2
2024-11-03,587.9,554.7,534,522.8,521.7,532.3,552.4,560.7,546.1,532,532.2,522.8,533.3,547.1,559.7,587.2,627.9,679.3,703.7,698,681.3,660.1,637.5,610.7
2024-11-04,572,543.8,522.2,511.1,511.9,530.8,564.6,596.2,602.8,599.9,611.4,621.9,672,693.5,644,644.5,683.4,720,733.2,724.3,700.6,674.7,649,622.9
2024-11-05,584.5,547.1,527.5,515.6,515.1,529.3,562.8,601.8,641.7,660.5,628.4,600,567.9,587.3,596,612.2,658.3,708,728.5,719.3,700.8,674.5,651.9,625.5
2024-11-06,582.8,549.9,529.6,515.9,516.6,535.8,570.7,605,612.7,608.2,588.8,563.5,553.8,576,604.3,627.5,669.1,713.1,733.4,728.2,707.1,680.9,659.1,632.4
2024-11-07,591.9,558.3,535.1,524.1,526.8,543.5,580.8,613.4,612.9,594,578.6,563.6,569.1,595.9,594.2,638.7,678.9,724,742.1,736.3,718.4,691.1,666.4,640.1
2024-11-08,598.6,563.7,542.7,529.5,531.1,547.4,584.4,614.7,620.2,609.5,605.5,601.6,618,629.1,621.8,650.2,676.8,720.8,733.4,723.2,703.6,680.2,663.6,638.4
2024-11-09,595,559.1,538.4,527.6,525.7,536.8,565,578.8,586.2,607.3,575.6,597.6,603.4,602.5,602.1,628.7,653.3,698,710.5,702.8,687.3,665.4,646,623.3
2024-11-10,584.6,554.3,533.7,523.5,526.3,539,559.8,575.8,606.5,630.8,636.1,624.6,627.4,642,648,654.9,669.1,701.3,710.6,700.5,682.9,660.2,642.2,618.7
2024-11-11,576.4,548.3,527.4,516.3,518.2,535.8,575,612.4,613.9,604.2,586.7,570.2,558.1,578.9,598.4,629.4,678,726.1,738.8,728.8,710.3,685,663,636.1
2024-11-12,591.4,558.2,535.5,523.1,524,542.3,579.5,616.6,624,618.4,590.7,564.6,552.2,579.7,597.5,598.6,673.3,723.2,732.6,724.7,706.2,683.1,658.4,634
2024-11-13,591.4,558.4,536.3,525.4,528.4,544.8,578.8,612.4,620.8,598.5,595.8,591.9,582.3,606.2,625.9,644.4,674.6,718.8,734,723.6,704.6,681,657.6,629.6
2024-11-14,587,554.6,535.3,523.8,524.6,541.9,580.3,618.8,657.9,645.7,609.5,590.9,578.6,590.3,609,662.9,696.7,730.4,740.5,732,714,688.9,668.8,641.5
2024-11-15,595,561.3,540.9,532.3,536.9,554.1,588.7,635.7,682.5,704.3,695.3,674.9,687.8,704.6,709.7,715.9,723.5,745.2,743.3,733,712,687.9,667.8,643.9
2024-11-16,600.7,566.4,544.8,533.5,532.2,544.6,570.6,597,626.1,623,626.8,602,617.2,603.8,621.1,642.1,667,708.3,724.4,714.3,696.8,674.9,655.2,630
2024-11-17,594.4,560.2,534.2,523.4,521.2,533.6,556.7,569.3,575.4,551.1,525.2,524.3,513.3,515.5,524.1,562,622.9,680.6,701.2,697.4,686.6,667.9,647.6,626
2024-11-18,580.7,550.5,531.1,522.1,524.5,540.4,581.1,623.5,626.2,608.4,591,582.3,559.9,573.8,588.4,624.6,681,740.9,756.8,749.4,732.4,707.3,687.9,660.4
2024-11-19,616.6,584,561.1,545.3,543.4,556.7,592.2,634.7,664.6,662,654.3,643.4,637.1,662.5,654.2,689.1,707.1,743.3,752.9,741.7,719.2,697.1,677.2,655.8
2024-11-20,610,571,550.2,538.3,537.4,553.9,592.9,640.2,703.6,731.8,734.7,722.9,698.1,715.8,714.7,724.1,739.3,767.2,767.7,754.9,737.5,713.2,691.6,668
2024-11-21,626,592,563.6,550,549.2,564.9,602,646.7,666.3,632.1,609.5,586.7,571,588.1,612.1,651.8,695.1,746,760.4,748.7,734.7,709.8,689.7,662.3
2024-11-22,619.9,585.5,563.1,546.8,547.1,568.9,604.6,652,690.2,671.3,622.5,614,608.3,602.1,623.9,652.8,702.2,751.3,763.6,752,737.5,714.3,695.5,669.7
2024-11-23,628.3,594.8,571.2,555.8,558.4,568.7,596.6,612.9,608.9,592.5,591.4,583.9,566,570.7,585.6,615.9,665.7,725.6,743.6,736.6,720.9,698.7,684,661.1
2024-11-24,623.7,589.7,566,554.1,550.8,565,590.3,602.3,591.6,586.9,597.6,607.2,606.9,608.3,619.4,639.6,659.8,708.7,730,726.3,712,692.4,674.3,650.5
2024-11-25,605.7,574.4,551.4,542.2,549.2,561.7,603.2,643.8,676.3,672.4,665,652.1,647.5,671.1,698.3,716.6,738.8,768.2,768.5,761.5,738.8,709.7,689,666.9
2024-11-26,625.5,583.6,562.2,550.6,552.9,572.5,613.8,667,731.6,756.5,732.9,679.5,663.5,698.2,709.1,721.3,759.6,793.8,794.2,787.1,768.9,740.2,715.6,692.3
2024-11-27,646.7,609.2,588.1,574.9,572.8,591.6,631.9,687.6,743.1,759.2,777.3,750.2,727.7,729.3,753.1,773.2,808.7,842.1,837.9,825.3,796.8,766.2,742.4,715.3
2024-11-28,670.7,634.2,609.7,595.5,596.2,613.1,660.5,707.4,740.6,757.3,734.4,787,762.5,734.1,763.3,793,821.9,843.6,837,819.5,795.1,767.1,744,724.2
2024-11-29,677.6,634.8,606.3,593.1,597.5,612,655.4,712.5,770.7,816.5,810.8,797.2,774.3,790.1,798,803.5,820.8,845.8,832.8,811.3,783.4,750.6,735.3,717.1
2024-11-30,667.4,633.7,605.1,590.3,588,603.7,631,653,645.4,606.9,588,564.7,558.9,566.9,582.4,604.7,665.2,741.1,771.9,765.5,754.4,734.1,724.2,706.5
2024-12-01,664.7,630.6,605.9,593.6,594.5,608.2,629.8,642.9,647.6,631.6,600.3,588.1,608.5,626.1,607.1,599.7,655,725.8,758.5,756.9,742.5,722.1,705.6,679.4
2024-12-02,637.4,604.1,582.3,569.9,574.1,596.4,635.6,688.2,698.5,665.5,641.4,615.4,596.1,620.4,632.9,660.4,705,763.4,782.8,780.7,763.8,734.6,722.4,694.2
2024-12-03,651.5,614.3,596.1,584.3,586.1,605.2,648.5,693.4,706.6,707.6,673.4,640.8,642.4,663.1,698.6,707.9,749.8,811.9,826.1,814.8,797.5,767.4,751.8,729.1
2024-12-04,690.9,654.3,627.4,613.4,614.6,631.6,676.8,730,736,710.3,695.7,674.7,650.8,681.8,684.5,657.5,748.3,819.7,839.4,830.7,803.6,767.3,741.9,715.7
2024-12-05,670.4,627.4,602.3,592.2,597,614.7,652,705.7,749.4,751.4,744.4,683.8,680,693.3,718.2,749.5,779.5,827.7,832.8,825.1,804.3,776,756.6,728.8
2024-12-06,679.5,641.4,615.9,603.7,607.4,621.3,660.9,714.3,754.1,760.6,747,733.4,733.1,718.8,706.5,736.4,769.2,819.7,823.5,812.4,785.9,760.5,744.7,724.7
2024-12-07,684.9,646.7,619,606.2,613.4,629.8,661.2,684.7,676.1,629.5,608.9,583.2,578.4,596.3,632.8,697.7,743.7,790.9,797.5,785.6,771.3,751.2,738.1,717.7
2024-12-08,678.4,646.2,623.2,613.5,611.3,626.6,652.7,676.5,690.9,674.8,682.7,664.3,655.9,659.2,672.6,689.2,738,804.7,819.2,809.9,786.7,761.6,747.3,724.8
2024-12-09,680,643.4,615.6,604.5,604.3,621.2,665.4,723.4,781.2,797,788.6,768.6,735.4,743.4,742.5,762.4,799.4,851.9,858.2,844.4,815.4,783,761.1,737.3
2024-12-10,688.1,649.2,627.9,619.8,615.4,633.6,672.2,727.3,769.4,755.4,724.4,682,641.7,652.4,683.4,726,777.7,838.4,853.2,843.9,817.5,787.5,760.9,731.5
2024-12-11,678.6,640.1,615.6,601.4,605.9,623.3,665,724.1,789.3,808.5,804.6,752.9,728,750,748.5,728.9,767.4,838.8,849.6,846.9,821,786.2,765.2,738.6
2024-12-12,696.1,654.6,632.7,617.9,624.1,643.3,685.8,748.5,776.3,751.3,721.5,679.5,645.9,663.3,675.9,708.8,769.1,841.7,858.9,850.6,829.6,802.8,779.4,753.7
2024-12-13,705.3,668.9,638.7,627.2,627.6,646.8,683.1,734.1,798.5,838.5,819.2,816.3,751.6,756.3,757.3,782.5,813.6,865.5,860.1,846.2,833.2,808.8,791.9,769.5
2024-12-14,722.6,676.7,648.3,634.4,635.4,650.1,677.8,707.7,733.5,730.3,725.6,726.9,700.1,713,728.9,743.4,787.6,836.8,841.7,827.3,809.7,786.5,774.4,758.4
2024-12-15,710.6,673,647.5,631.3,627.7,641.1,664.4,688.1,720.9,735.9,715.5,711.1,718.7,714.4,718.7,734.8,772.1,824.3,832.4,819.3,802.1,773,760,738.3
2024-12-16,688.2,651.6,621.2,609.5,610.5,631.5,674.7,739.7,824.3,852,816.3,800.6,790.1,794.7,786.2,782.8,806.9,864.1,878.4,864.7,841.2,808.7,779.9,746.6
2024-12-17,696.9,661.6,644.6,632.6,632.4,646.3,691.3,762.6,807,784.9,765.7,757.1,732.2,756.7,754.9,767,799.6,854.1,866.9,862.5,835.9,808.6,788.3,766.8
2024-12-18,709.5,672.2,648.9,637.3,636.7,663.5,703.6,771.5,824.8,829.5,821.4,789,772.4,798.9,830.8,842.1,870.8,920.4,916.9,904.3,873.2,834.2,810.1,791.4
2024-12-19,740.6,696.9,663.7,652.9,663.1,689.4,739.9,809.7,850.2,812.7,757.2,713.4,679.7,688.8,709.1,740.1,811.5,895.7,920,910.5,894.1,864.5,850.6,823.5
2024-12-20,767.5,721.1,690.2,678.2,680,689.4,712.5,770.4,844.9,859.9,852.5,855.7,795,791.3,800.6,826.1,847.1,881.5,885.3,877.5,853.6,828.7,812,777.9
2024-12-21,724.3,687.6,665.8,652.3,640.6,651.7,676.2,705.3,758,802.4,788.5,760.4,750.1,767,788.5,800.5,840.7,879.3,884.4,870.7,846,819.6,802.4,780.6
2024-12-22,734.4,697.2,670.8,654.4,654.4,669.2,693.5,720.1,734.5,725.6,684.9,673,654.8,671.7,691.8,718.1,774.8,852.8,873.9,870.4,855,830.4,813.6,795.8
2024-12-23,754.1,714,689.4,671.4,671.3,681.8,726.7,791.3,847.7,807.5,787.2,761.5,738.7,781.9,764.1,802.4,843.5,904,910.7,892.4,864.3,840.3,821.3,798.3
2024-12-24,752.5,712.2,685.6,671,663.5,681.9,726.4,792.8,832.1,810.4,748.4,692.5,662.8,664.7,679,733.7,804.1,875.5,883.9,869.8,844.5,821.5,810.1,788.4
2024-12-25,733.6,686.4,664.9,656.9,648.1,656.3,683.9,716.5,709.8,643.5,605.3,600.7,622.1,666,695.1,734.9,778.7,818,827.4,817.4,797.5,773.2,758.5,734.6
2024-12-26,685.9,647.7,623,608.5,611.9,633.5,678,741.5,801,774.9,722.5,686.1,677.4,720.2,747.8,770.6,828.1,894.7,912.9,899.5,873.8,840.2,815.5,791.6
2024-12-27,741,700,674.6,660.2,659.7,679.7,723.3,789.3,842.3,844.4,828.3,803,771.3,764.1,754.2,776.9,834,909.2,915.9,905.8,880.6,840.8,815.5,792.8
2024-12-28,745.2,705.7,681.5,674.2,674.8,696.6,730.9,768.5,780.1,783.4,759,732,748,771.9,769.5,803,837,889.1,898,880.6,857.3,825.1,808.5,789.4
2024-12-29,746.7,709.9,686,673.9,673.5,689.3,715,742,751,735,690,650.4,622.3,581,599.4,667.5,734.7,818.7,864,860.1,842.5,818.8,812.9,792.6
2024-12-30,742.6,697.3,669.9,649.1,645,665.4,703.8,775.4,829,790.7,776.5,739.9,705.2,684.5,695.4,728.9,781,848,866.1,857.7,839.9,815.4,794.6,768.8
2024-12-31,720.2,686.8,661.7,642.7,636,655.4,700.7,762.5,807.6,771.9,731.7,687.9,661.6,655.9,684.7,721.4,782.9,863,890,882.1,864.4,849,834,811.8
2025-01-01,758.1,718.4,694.5,677.7,677.3,693.5,719.7,734.7,702.6,629.5,595.5,575.1,576.7,581.7,613.8,636.1,685.9,776,827.1,831.8,819,798,781.8,751.5
2025-01-02,706.7,667.1,649,637.6,637.6,656.1,696.3,765.7,819.1,798.9,768.2,729.4,682.6,689.3,713.4,749.6,796.6,870.5,894.8,886.2,862.6,831.7,814.5,790.5
2025-01-03,743.9,706.3,686,671.6,673.8,692.6,737.5,804.4,835.6,809.6,764.1,736.6,712,703.9,710.7,745.7,809.7,901.6,934.6,925.8,905,882.1,862.4,836.9
2025-01-04,783.6,743,716.1,696.2,691.9,710,744.5,773.8,764.7,720,696.1,663.5,644.9,646.5,633.8,655.5,726.9,830.6,883.2,886.7,874.6,856.8,845.2,823.9
2025-01-05,764.2,718.5,689,674.3,671.3,682.4,694.1,715,741.4,769.8,738.4,719.6,704.9,711.3,736.5,775.2,796.7,830.4,850.2,839,816.8,788,768.3,751.8
2025-01-06,702.6,669.6,660.6,659,663.4,677.3,704.3,771.8,829.9,839.8,832.3,821.9,804.1,770.4,776.1,811,859.2,930.5,945.5,931.9,906.6,872.6,852.8,825.2
2025-01-07,774.7,735.7,709.6,697.6,703.5,724.7,765.1,834.5,901.4,884.2,831.9,789.5,769.6,811.3,842.5,876.1,924.3,959.7,958.4,942.4,908.2,873.2,850.4,822.5
2025-01-08,779.6,739.1,706.8,698.8,694.6,709.6,748.3,813.6,883.8,872.6,839.5,848.4,841.7,864.3,860.5,861.8,879.9,940.2,948.2,933.5,906.8,872,853.9,831.5
2025-01-09,794.1,759.9,739.9,728,735.8,759.3,804.1,869.8,943.9,928.1,874.6,856.4,828.4,873.8,929.5,976.9,1019.7,1046.9,1048.7,1031.8,999.4,956.8,933.5,913.1
2025-01-10,860.9,815.5,786.8,771.2,768.6,785.4,825.8,887.3,966.7,996.3,987.4,933.6,875.3,879.6,868.3,896.6,939.2,1002.6,1010,990,955.7,918.5,897.9,878.6
2025-01-11,828.4,783.6,758.3,741.1,745.6,763.8,794.7,827.1,849.8,816.2,798,779.5,752,780.1,794.2,827.3,888.8,940.6,965.5,956.5,935.9,904,885.4,867.6
2025-01-12,828,796.6,766.3,750,754.5,766.7,781.4,810.7,817.5,749.4,709.9,674.5,663.6,698.5,700.1,715.3,790.2,894.6,940.8,940.1,914.6,880.3,863,846.1
2025-01-13,795.7,779.5,754.2,735.5,742.7,767.3,818.2,875.7,909.8,838.3,798.8,781.4,751.5,734.8,739.1,760.1,812.7,909.1,971.9,981.2,967.1,939.4,917.3,890
2025-01-14,831.7,779.4,744.2,731.6,728.5,750.6,788.7,840.3,875.8,820.7,774.2,745.9,705.5,690.5,702.2,723.7,768.7,846,904.8,915.2,890.1,843.5,821.1,796.6
2025-01-15,759.3,725.9,702.6,686.7,694.5,720.2,767,834.4,902.9,932,916.7,894.8,877.9,884.7,872.2,876.3,922,995.1,1010.9,996.9,968.3,929.8,898.5,872.8
2025-01-16,819.6,777.3,753.1,743.9,745,762.1,800.5,852.6,927.2,939.7,913.6,859.8,800.6,822.6,793.3,756.3,861.9,949.2,981.4,973.8,949.5,915.7,899.8,877.4
2025-01-17,829.7,791.8,762.5,742,738.8,760.2,797.4,850,913.3,916.7,871.3,809.3,761.1,744.7,718.3,738.8,805.2,890.7,954.8,965.7,957.2,935.9,921.8,903.8
2025-01-18,852,814.2,788.2,771.4,773.4,791.8,821.8,850.1,821.4,748.3,719.8,678,660.2,671.7,663.2,680.2,728.7,806.9,882.7,903.7,906.3,890.4,876.8,866.3
2025-01-19,824,789.1,759.8,745.8,743.4,748.7,776.7,803.6,766.5,658.3,625.4,608,596.1,607.4,627.3,649.1,683.1,768.2,863.4,886,880,866.3,858.4,838.9
2025-01-20,790.5,751.6,728.4,718.4,723,744.5,783.6,843,866.5,801.1,755.2,712,684.4,696,707.2,745.2,802.7,889.6,935.7,938.8,921.3,896.1,882,855.1
2025-01-21,801.6,768,745.1,737.6,736.5,756.6,802.8,863.5,868.8,785.1,733.3,691.6,656.1,663,672.1,692.8,749.5,843,920,932,921.5,898.2,886.3,867.6
2025-01-22,818.6,780.7,756.8,746.4,746.1,762.8,806.3,861.4,876.2,799.3,790.2,752.8,729.5,703.8,700.1,729.1,768.6,837,889,899.9,890,866.1,851.6,834.7
2025-01-23,776.6,744.5,723.7,718.7,721.1,740,780.5,836.1,850.1,761.7,709.9,678.3,653.3,656.1,673.3,693.8,742.3,817.6,883.4,895.1,880.3,859.3,849.4,824.7
2025-01-24,767,723.1,700.3,690.2,701.8,728.4,773,821.5,843.5,782.9,743,709.8,683.3,685.8,697.6,719.5,749.5,793.3,850.8,867.2,856.7,837,827.2,807.5
2025-01-25,762.1,724.5,699.9,678.5,679.2,693.8,729.7,765.5,745,654.9,624.3,615.6,625.7,671,689.3,698.3,747.2,807.6,852.8,854.8,846.1,829.9,808.6,803.9
2025-01-26,760.1,721.3,701.8,687.9,692.9,711.5,737.6,752.4,745.5,717.7,707.1,707.6,687,672.5,701.4,722.9,753.4,813.1,853.5,856.9,835.4,813,799.5,779.7
2025-01-27,738.6,701.9,674.8,668.2,677.9,695.4,721.8,745.5,789,782.1,782.9,762.2,727.8,710.9,726.1,749,808.7,879.9,932.5,938.3,914,888,878,857.1
2025-01-28,817,779.9,752.8,741.5,741.5,754.4,774.9,798.7,827.5,814.7,793,761.8,746.2,714.5,748.8,769.1,810.3,878.6,924.7,922.2,908.2,884.9,867.5,850.5
2025-01-29,804.5,767.7,738.3,721.1,721.6,737.9,771.1,805.3,780,688.5,636.2,606.7,607,599.1,613.9,621.8,674.2,761.6,841.9,861.5,864.3,864.1,867.9,863.4
2025-01-30,839.1,807.4,785.4,777.8,778.5,785.9,805.8,823.4,756.7,635.5,603,587.1,569.7,556.5,582.6,602.8,656.9,752.1,868.3,902.7,902.7,886.8,877.6,859.4
2025-01-31,811.9,758.2,710.4,694.4,692.8,711.8,738.2,781.3,831.4,878,813,738.6,727.6,736.6,766,793.4,827.5,855.3,872.2,866.4,845.2,812.1,796.9,774.3
2025-02-01,727.6,690.9,665.7,650.4,643.9,657.2,685.5,702.3,753.7,816.8,848.4,855.7,836,805.8,796.6,810.4,837.7,847.6,866.7,857.2,836.4,808.7,794.4,772.2
2025-02-02,731,691.1,668.4,660.4,664.2,676,704.5,720.9,705,669.3,641,596.3,565.7,564.5,591.8,640.5,708,776.6,843.3,856.1,841.5,828.8,818.8,796
2025-02-03,756.1,717.2,689.6,676.6,678.7,695.7,742.3,808.2,865.6,849,819.4,790.8,773.6,804.3,811.1,836.4,894.3,958.4,1000.5,998.2,966.3,927.1,909.5,897.8
2025-02-04,853,811.2,786.8,778.8,778.6,791.6,832.6,888.4,957.2,1005.1,984.4,959.3,943.3,934.9,884.1,883,932.7,985.3,1017.2,1006.7,978.4,942.1,920.9,899.5
2025-02-05,860.8,825.3,794.3,785.9,778.9,791.6,829.7,884.4,936.3,923.2,891.1,860.6,832.6,844.9,834.4,847.4,904.5,982,1013.2,1003,979.9,944.7,929.6,901.6
2025-02-06,853.5,817.4,788.6,778.5,780.7,798.1,842.5,899.6,966.6,974.4,928,893.3,846.8,846.4,849.7,859.8,883,939.4,993.2,999.2,973.4,945,924.7,885.6
2025-02-07,826.7,784,758.5,748.6,758,765.6,794.9,852.7,917.7,943.8,964.2,951.4,924.5,938.8,937.8,969,1030.8,1060.6,1073.4,1056.5,1019.8,982.7,953.2,933.9
2025-02-08,883.9,845.4,816.8,801.6,801.1,809.4,834.8,860.7,897.9,887.7,861.6,860.2,833.1,831.6,829.2,851.9,887.4,946.4,991,990.1,973.9,949,936.6,923.7
2025-02-09,877.6,837.4,808.9,786.9,785.9,805.9,829.6,844.3,828.9,781.6,757.2,748.2,729.7,748.7,747.9,764.9,814.7,891.4,955.9,969.2,950.2,919.7,896.5,877.5
2025-02-10,828.9,796.3,773.2,757.8,766.3,792.4,839.5,898.9,918.2,887.8,883.4,845.5,808.3,787.6,766.6,769.5,805.8,881.9,977.2,1006.4,989.4,963.4,944.5,926.1
2025-02-11,880.6,842.4,816.6,803.1,801.3,825.1,868.9,922.5,895.7,803.6,760.2,716.8,678.8,679,680.4,705.3,749.8,824.2,899.4,905.5,875.9,841.1,826.2,804.1
2025-02-12,749.5,705.1,676.2,657.3,650.1,667.9,700.5,740.6,805.8,809.2,795.3,797.6,786.2,797.5,803.1,796.1,828.7,862.1,901.2,904.6,879.7,862.7,854.8,847.4
2025-02-13,807.9,771,748.9,736.7,739.7,768.9,825.6,885.5,861.4,791.1,764.9,714,665.7,667.5,673.8,695.2,748.3,825.3,935.4,971.9,956.4,929.9,918.5,894.5
2025-02-14,846.2,803.1,778.5,764.8,765,781.1,819.4,862.4,827.4,752,718.3,696.3,662.7,694.4,718.5,757.5,783.5,821.8,865.8,883,868.9,845.4,833.7,815.1
2025-02-15,762.8,724.7,709.3,684.8,675.4,686.3,707.3,733.2,776.4,818.9,801.4,774.6,754.2,758.9,772.1,815.4,851.1,856.3,867.2,859.8,844.5,819,806.4,796
2025-02-16,767.5,737.1,715.5,706.5,705.2,715.8,735.3,750.3,714.4,610,611.1,564.7,555.7,539.6,542.5,576.2,634.8,710,799.9,835.1,832.3,818.5,810.3,792.7
2025-02-17,749.2,719.6,700,692.2,704.1,737.9,790.1,842.7,808.9,746.3,736.4,708.3,683.9,685.9,692.4,741.8,820.4,882.4,932.4,933,913,882.2,865,841.9
2025-02-18,793.8,757.8,741,727.3,729.3,747.8,788.6,844.5,867.1,839.9,802.3,760.7,691.3,694.6,692.4,738.6,793.8,873.1,961.7,982.1,961.2,924,908.1,883.5
2025-02-19,833.5,793,764.1,747.6,747.8,764.9,802.8,847,898.5,881.3,822.5,767.8,707.7,706.8,721.4,743.9,794.4,877,972.9,996.2,969.3,937.6,921.7,900.1
2025-02-20,848.2,807.1,777.2,762.1,762.1,778.1,818.9,871.9,876.5,856.7,844.8,795.5,751.4,744.8,745.4,767,811.5,892.6,968.9,980.2,958.5,927,907.1,882.5
2025-02-21,832.1,792.9,767.9,757.6,760.4,774,810.7,862.2,880.5,830.8,784.2,756.4,707.3,717.4,719.9,744.7,794.3,878.2,972.4,996,977.4,950.6,937.9,920.3
2025-02-22,866.2,825.2,801.8,789.2,787,803.7,835.8,840.7,796,751.1,746.7,752,713.3,698.7,705.1,715,764.5,846.9,938.5,959.4,940.5,916.4,897.4,875
2025-02-23,826.7,789.9,763.7,751.3,748.2,762.6,793,812.4,780.7,722.1,750,729,699.7,703.7,711.5,756,853.5,908.6,970.1,984.7,964.9,931.3,913.3,895.6
2025-02-24,846.7,809.9,779.1,766.8,769.4,791.3,836.7,895.6,946.1,941.7,914.1,874.8,813.9,778.3,763,765.5,806.9,872.3,972.8,1007.7,989.6,962.5,945.1,917.4
2025-02-25,871.8,837.2,812.5,797.9,794.8,811.3,846.3,876,840.4,781.6,757.5,764.4,760.9,771.3,783.6,809.3,847,895.3,927.1,930.5,910.9,888,866.9,861.7
2025-02-26,817.1,784.7,756.6,741.3,743,759.7,806,835.9,797.6,757,725.6,682.5,642.4,651.4,657.4,683.7,733.1,788.5,874.6,918,909.1,891.4,882.7,868.6
2025-02-27,824.2,787.6,763.1,746.8,752.1,775.9,812.8,834.9,787.2,802,804.9,789.3,769.7,800.6,818.6,838.4,887.5,898,898.5,893.4,866.5,831.4,815.6,788.9
2025-02-28,736.2,690.4,663.1,647.6,643.6,663.1,696.4,738.9,774.1,779.5,746.7,698.7,678.9,717.2,714.9,713.4,731.9,757.8,804.4,834.1,837.2,818.3,786,760.2
2025-03-01,708,686.3,665.4,638.8,627.8,631.9,653.9,674.1,700.1,715.6,709.8,670.5,701.4,707.1,697.4,692.9,716.6,732.3,757.4,762.1,747,726.1,717.3,698.7
2025-03-02,655.6,619.3,595.7,582.4,578.5,587.9,613,621.8,618.9,610.1,614.5,640,647.7,646.3,649.7,661.6,686.7,708.3,730.5,733.5,715.3,696.3,684.7,671.9
2025-03-03,628.6,598,585,583.8,591.7,604.5,634,667.9,723.4,779,794.5,785,774.4,790.3,820.9,804.4,833.2,854.5,867.7,861.3,835.2,806.2,782.7,767.5
2025-03-04,722.7,688.8,665.8,656.6,656.6,675.8,719,774.8,860.9,906.1,908.9,906.7,806.2,792,820.5,829.4,833.7,874.2,898.8,887.2,861.3,837.5,812.7,786.5
2025-03-05,740.2,701.2,672.3,661.8,660.7,681.1,719.9,768,799.1,832.1,795,778.1,767.5,797.7,830,865,847,901.4,903.9,900.5,875.5,844.8,820.9,795.9
2025-03-06,754.2,721.1,691.8,675.4,673.6,695.6,744.9,789.1,824.4,778.8,743.8,672.7,627.1,626,647,664.6,718.2,776.7,875.2,924.3,912,891.9,875.5,853.8
2025-03-07,812.4,770.2,745.2,732.1,734.8,755.5,799.1,819.1,762.1,726.3,716.9,682.6,644.7,643.4,677.4,705.5,745.9,795.2,842.3,868.2,846.6,817.7,807.7,788.2
2025-03-08,740.7,706.6,677.9,665.1,667,686.9,709.7,733,757.3,724.7,653.1,659.9,695,714.2,719.7,720.2,741.8,774.3,818.7,856.7,847.7,834.8,826.2,806.6
2025-03-09,753.6,725.3,709.5,700.1,699,718.9,736.5,719.1,626.7,577.3,552.5,534.4,516.2,514.1,518.9,551.8,612.3,681.6,781.1,845.1,848.9,829.2,818.6,798.5
2025-03-10,751.9,718.4,698,688.5,693.2,712.3,745.7,767.3,768.6,778.6,755.5,779.9,757.1,752.4,755.9,762.9,803.1,828.4,844.8,854.3,832,796.5,768.8,742.5
2025-03-11,694.6,660.2,638.5,626.4,625.3,645,680.6,725.3,744.9,750.9,729.5,679,670,649,613.2,626.4,670.7,718,773.2,826.5,818.5,793.3,779.5,756.6
2025-03-12,715.3,688.4,651.6,627.4,631,673.8,716.5,725.5,722.6,738.7,732.7,738.8,729.3,720.9,713.4,726.4,742.5,747.9,788.1,809.9,798.7,774.5,754.8,738.8
